-999-01-01, 00:00:00 UTC = -225-03-25, 17:00:08 ÄÜC
2427-01-01, 00:00:00 UTC = 2889-02-32, 19:04:16 ÄÜC
2428-01-01, 00:00:00 UTC = 2890-02-00, 45:37:09 ÄÜC
2429-01-01, 00:00:00 UTC = 2891-01-19, 16:12:19 ÄÜC
2430-01-01, 00:00:00 UTC = 2892-00-36, 42:45:12 ÄÜC
2431-01-01, 00:00:00 UTC = 2893-00-05, 20:29:04 ÄÜC
2432-01-01, 00:00:00 UTC = 2893-06-22, 47:12:45 ÄÜC
2433-01-01, 00:00:00 UTC = 2894-05-41, 17:37:07 ÄÜC
2434-01-01, 00:00:00 UTC = 2895-05-09, 44:20:48 ÄÜC
2435-01-01, 00:00:00 UTC = 2896-04-27, 22:04:41 ÄÜC
2436-01-01, 00:00:00 UTC = 2897-03-44, 48:37:33 ÄÜC
2437-01-01, 00:00:00 UTC = 2898-03-14, 19:12:43 ÄÜC
2438-01-01, 00:00:00 UTC = 2899-02-31, 45:45:36 ÄÜC
2439-01-01, 00:00:00 UTC = 2900-02-00, 23:29:28 ÄÜC
2440-01-01, 00:00:00 UTC = 2901-01-18, 01:13:21 ÄÜC
2441-01-01, 00:00:00 UTC = 2902-00-36, 20:37:31 ÄÜC
2442-01-01, 00:00:00 UTC = 2903-00-04, 47:21:24 ÄÜC
2443-01-01, 00:00:00 UTC = 2903-06-22, 25:05:16 ÄÜC
2444-01-01, 00:00:00 UTC = 2904-05-40, 02:38:08 ÄÜC
2445-01-01, 00:00:00 UTC = 2905-05-09, 22:13:19 ÄÜC
2446-01-01, 00:00:00 UTC = 2906-04-26, 48:46:11 ÄÜC
2447-01-01, 00:00:00 UTC = 2907-03-44, 26:30:04 ÄÜC
2448-01-01, 00:00:00 UTC = 2908-03-13, 04:13:45 ÄÜC
2449-01-01, 00:00:00 UTC = 2909-02-31, 23:38:06 ÄÜC
2450-01-01, 00:00:00 UTC = 2910-02-00, 01:21:48 ÄÜC
2451-01-01, 00:00:00 UTC = 2911-01-17, 28:05:40 ÄÜC
2452-01-01, 00:00:00 UTC = 2912-00-35, 05:38:33 ÄÜC
2453-01-01, 00:00:00 UTC = 2913-00-04, 25:13:43 ÄÜC
2454-01-01, 00:00:00 UTC = 2913-06-22, 02:46:36 ÄÜC
2455-01-01, 00:00:00 UTC = 2914-05-39, 29:30:28 ÄÜC
2456-01-01, 00:00:00 UTC = 2915-05-08, 07:14:20 ÄÜC
2457-01-01, 00:00:00 UTC = 2916-04-26, 26:38:31 ÄÜC
2458-01-01, 00:00:00 UTC = 2917-03-44, 04:22:23 ÄÜC
2459-01-01, 00:00:00 UTC = 2918-03-12, 31:06:16 ÄÜC
2460-01-01, 00:00:00 UTC = 2919-02-30, 08:39:08 ÄÜC
2461-01-01, 00:00:00 UTC = 2920-01-48, 28:14:18 ÄÜC
2462-01-01, 00:00:00 UTC = 2921-01-17, 05:47:11 ÄÜC
2463-01-01, 00:00:00 UTC = 2922-00-34, 32:31:03 ÄÜC
2464-01-01, 00:00:00 UTC = 2923-00-03, 10:14:45 ÄÜC
2465-01-01, 00:00:00 UTC = 2923-06-21, 29:39:06 ÄÜC
2466-01-01, 00:00:00 UTC = 2924-05-39, 07:22:48 ÄÜC
2467-01-01, 00:00:00 UTC = 2925-05-07, 34:06:40 ÄÜC
2468-01-01, 00:00:00 UTC = 2926-04-25, 11:39:32 ÄÜC
2469-01-01, 00:00:00 UTC = 2927-03-43, 31:14:43 ÄÜC
2470-01-01, 00:00:00 UTC = 2928-03-12, 08:47:35 ÄÜC
2471-01-01, 00:00:00 UTC = 2929-02-29, 35:31:28 ÄÜC
2472-01-01, 00:00:00 UTC = 2930-01-47, 13:15:20 ÄÜC
2473-01-01, 00:00:00 UTC = 2931-01-16, 32:39:30 ÄÜC
2474-01-01, 00:00:00 UTC = 2932-00-34, 10:23:23 ÄÜC
2475-01-01, 00:00:00 UTC = 2933-00-02, 37:07:15 ÄÜC
2476-01-01, 00:00:00 UTC = 2933-06-20, 14:40:08 ÄÜC
2477-01-01, 00:00:00 UTC = 2934-05-38, 34:15:18 ÄÜC
2478-01-01, 00:00:00 UTC = 2935-05-07, 11:48:11 ÄÜC
2479-01-01, 00:00:00 UTC = 2936-04-24, 38:32:03 ÄÜC
2480-01-01, 00:00:00 UTC = 2937-03-42, 16:15:44 ÄÜC
2481-01-01, 00:00:00 UTC = 2938-03-11, 35:40:06 ÄÜC
2482-01-01, 00:00:00 UTC = 2939-02-29, 13:23:47 ÄÜC
2483-01-01, 00:00:00 UTC = 2940-01-46, 40:07:40 ÄÜC
2484-01-01, 00:00:00 UTC = 2941-01-15, 17:40:32 ÄÜC
2485-01-01, 00:00:00 UTC = 2942-00-33, 37:15:42 ÄÜC
2486-01-01, 00:00:00 UTC = 2943-00-02, 14:48:35 ÄÜC
2487-01-01, 00:00:00 UTC = 2943-06-19, 41:32:27 ÄÜC
2488-01-01, 00:00:00 UTC = 2944-05-37, 19:16:20 ÄÜC
2489-01-01, 00:00:00 UTC = 2945-05-06, 38:40:30 ÄÜC
2490-01-01, 00:00:00 UTC = 2946-04-24, 16:24:23 ÄÜC
2491-01-01, 00:00:00 UTC = 2947-03-41, 43:08:15 ÄÜC
2492-01-01, 00:00:00 UTC = 2948-03-10, 20:41:07 ÄÜC
2493-01-01, 00:00:00 UTC = 2949-02-28, 40:16:18 ÄÜC
2494-01-01, 00:00:00 UTC = 2950-01-46, 18:00:10 ÄÜC
2495-01-01, 00:00:00 UTC = 2951-01-14, 44:33:03 ÄÜC
2496-01-01, 00:00:00 UTC = 2952-00-32, 22:16:44 ÄÜC
2497-01-01, 00:00:00 UTC = 2953-00-01, 41:41:05 ÄÜC
2498-01-01, 00:00:00 UTC = 2953-06-19, 19:24:47 ÄÜC
2499-01-01, 00:00:00 UTC = 2954-05-36, 46:08:39 ÄÜC
2500-01-01, 00:00:00 UTC = 2955-05-05, 23:41:32 ÄÜC
2501-01-01, 00:00:00 UTC = 2956-04-23, 01:25:24 ÄÜC
2502-01-01, 00:00:00 UTC = 2957-03-40, 28:09:17 ÄÜC
2503-01-01, 00:00:00 UTC = 2958-03-09, 05:42:09 ÄÜC
2504-01-01, 00:00:00 UTC = 2959-02-26, 32:26:02 ÄÜC
2505-01-01, 00:00:00 UTC = 2960-01-45, 03:01:12 ÄÜC
2506-01-01, 00:00:00 UTC = 2961-01-13, 29:34:04 ÄÜC
2507-01-01, 00:00:00 UTC = 2962-00-31, 07:17:46 ÄÜC
2508-01-01, 00:00:00 UTC = 2962-06-48, 34:01:38 ÄÜC
2509-01-01, 00:00:00 UTC = 2963-06-18, 04:26:00 ÄÜC
2510-01-01, 00:00:00 UTC = 2964-05-35, 31:09:41 ÄÜC
2511-01-01, 00:00:00 UTC = 2965-05-04, 08:42:33 ÄÜC
2512-01-01, 00:00:00 UTC = 2966-04-21, 35:26:26 ÄÜC
2513-01-01, 00:00:00 UTC = 2967-03-40, 06:01:36 ÄÜC
2514-01-01, 00:00:00 UTC = 2968-03-08, 32:34:29 ÄÜC
2515-01-01, 00:00:00 UTC = 2969-02-26, 10:18:21 ÄÜC
2516-01-01, 00:00:00 UTC = 2970-01-43, 37:02:14 ÄÜC
2517-01-01, 00:00:00 UTC = 2971-01-13, 07:26:24 ÄÜC
2518-01-01, 00:00:00 UTC = 2972-00-30, 34:10:16 ÄÜC
2519-01-01, 00:00:00 UTC = 2972-06-48, 11:43:09 ÄÜC
2520-01-01, 00:00:00 UTC = 2973-06-16, 38:27:01 ÄÜC
2521-01-01, 00:00:00 UTC = 2974-05-35, 09:02:12 ÄÜC
2522-01-01, 00:00:00 UTC = 2975-05-03, 35:35:04 ÄÜC
2523-01-01, 00:00:00 UTC = 2976-04-21, 13:18:45 ÄÜC
2524-01-01, 00:00:00 UTC = 2977-03-38, 40:02:38 ÄÜC
2525-01-01, 00:00:00 UTC = 2978-03-08, 10:26:48 ÄÜC
2526-01-01, 00:00:00 UTC = 2979-02-25, 37:10:41 ÄÜC
2527-01-01, 00:00:00 UTC = 2980-01-43, 14:43:33 ÄÜC
2528-01-01, 00:00:00 UTC = 2981-01-11, 41:27:26 ÄÜC
2529-01-01, 00:00:00 UTC = 2982-00-30, 12:02:36 ÄÜC
2530-01-01, 00:00:00 UTC = 2982-06-47, 38:35:28 ÄÜC
2531-01-01, 00:00:00 UTC = 2983-06-16, 16:19:21 ÄÜC
2532-01-01, 00:00:00 UTC = 2984-05-33, 43:03:13 ÄÜC
2533-01-01, 00:00:00 UTC = 2985-05-03, 13:27:24 ÄÜC
2534-01-01, 00:00:00 UTC = 2986-04-20, 40:11:16 ÄÜC
2535-01-01, 00:00:00 UTC = 2987-03-38, 17:44:09 ÄÜC
2536-01-01, 00:00:00 UTC = 2988-03-06, 44:28:01 ÄÜC
2537-01-01, 00:00:00 UTC = 2989-02-25, 15:03:11 ÄÜC
2538-01-01, 00:00:00 UTC = 2990-01-42, 41:36:04 ÄÜC
2539-01-01, 00:00:00 UTC = 2991-01-11, 19:19:45 ÄÜC
2540-01-01, 00:00:00 UTC = 2992-00-28, 46:03:38 ÄÜC
2541-01-01, 00:00:00 UTC = 2992-06-47, 16:27:48 ÄÜC
2542-01-01, 00:00:00 UTC = 2993-06-15, 43:11:40 ÄÜC
2543-01-01, 00:00:00 UTC = 2994-05-33, 20:44:33 ÄÜC
2544-01-01, 00:00:00 UTC = 2995-05-01, 47:28:25 ÄÜC
2545-01-01, 00:00:00 UTC = 2996-04-20, 18:03:36 ÄÜC
2546-01-01, 00:00:00 UTC = 2997-03-37, 44:36:28 ÄÜC
2547-01-01, 00:00:00 UTC = 2998-03-06, 22:20:21 ÄÜC
2548-01-01, 00:00:00 UTC = 2999-02-24, 00:04:13 ÄÜC
2549-01-01, 00:00:00 UTC = 3000-01-42, 19:28:23 ÄÜC
2550-01-01, 00:00:00 UTC = 3001-01-10, 46:12:16 ÄÜC
2551-01-01, 00:00:00 UTC = 3002-00-28, 23:45:08 ÄÜC
2552-01-01, 00:00:00 UTC = 3002-06-46, 01:29:01 ÄÜC
2553-01-01, 00:00:00 UTC = 3003-06-15, 21:04:11 ÄÜC
2554-01-01, 00:00:00 UTC = 3004-05-32, 47:37:03 ÄÜC
2555-01-01, 00:00:00 UTC = 3005-05-01, 25:20:45 ÄÜC
2556-01-01, 00:00:00 UTC = 3006-04-19, 03:04:37 ÄÜC
2557-01-01, 00:00:00 UTC = 3007-03-37, 22:28:48 ÄÜC
2558-01-01, 00:00:00 UTC = 3008-03-06, 00:12:40 ÄÜC
2559-01-01, 00:00:00 UTC = 3009-02-23, 26:45:33 ÄÜC
2560-01-01, 00:00:00 UTC = 3010-01-41, 04:29:25 ÄÜC
2561-01-01, 00:00:00 UTC = 3011-01-10, 24:04:35 ÄÜC
2562-01-01, 00:00:00 UTC = 3012-00-28, 01:37:28 ÄÜC
2563-01-01, 00:00:00 UTC = 3012-06-45, 28:21:20 ÄÜC
2564-01-01, 00:00:00 UTC = 3013-06-14, 06:05:13 ÄÜC
2565-01-01, 00:00:00 UTC = 3014-05-32, 25:29:23 ÄÜC
2566-01-01, 00:00:00 UTC = 3015-05-01, 03:13:15 ÄÜC
2567-01-01, 00:00:00 UTC = 3016-04-18, 29:46:08 ÄÜC
2568-01-01, 00:00:00 UTC = 3017-03-36, 07:30:00 ÄÜC
2569-01-01, 00:00:00 UTC = 3018-03-05, 27:05:11 ÄÜC
2570-01-01, 00:00:00 UTC = 3019-02-23, 04:38:03 ÄÜC
2571-01-01, 00:00:00 UTC = 3020-01-40, 31:21:45 ÄÜC
2572-01-01, 00:00:00 UTC = 3021-01-09, 09:05:37 ÄÜC
2573-01-01, 00:00:00 UTC = 3022-00-27, 28:29:47 ÄÜC
2574-01-01, 00:00:00 UTC = 3022-06-45, 06:13:40 ÄÜC
2575-01-01, 00:00:00 UTC = 3023-06-13, 32:46:32 ÄÜC
2576-01-01, 00:00:00 UTC = 3024-05-31, 10:30:25 ÄÜC
2577-01-01, 00:00:00 UTC = 3025-05-00, 30:05:35 ÄÜC
2578-01-01, 00:00:00 UTC = 3026-04-18, 07:38:27 ÄÜC
2579-01-01, 00:00:00 UTC = 3027-03-35, 34:22:20 ÄÜC
2580-01-01, 00:00:00 UTC = 3028-03-04, 12:06:12 ÄÜC
2581-01-01, 00:00:00 UTC = 3029-02-22, 31:30:23 ÄÜC
2582-01-01, 00:00:00 UTC = 3030-01-40, 09:14:15 ÄÜC
2583-01-01, 00:00:00 UTC = 3031-01-08, 35:47:08 ÄÜC
2584-01-01, 00:00:00 UTC = 3032-00-26, 13:31:00 ÄÜC
2585-01-01, 00:00:00 UTC = 3032-06-44, 33:06:10 ÄÜC
2586-01-01, 00:00:00 UTC = 3033-06-13, 10:39:03 ÄÜC
2587-01-01, 00:00:00 UTC = 3034-05-30, 37:22:44 ÄÜC
2588-01-01, 00:00:00 UTC = 3035-04-48, 15:06:37 ÄÜC
2589-01-01, 00:00:00 UTC = 3036-04-17, 34:30:47 ÄÜC
2590-01-01, 00:00:00 UTC = 3037-03-35, 12:14:39 ÄÜC
2591-01-01, 00:00:00 UTC = 3038-03-03, 38:47:32 ÄÜC
2592-01-01, 00:00:00 UTC = 3039-02-21, 16:31:24 ÄÜC
2593-01-01, 00:00:00 UTC = 3040-01-39, 36:06:35 ÄÜC
2594-01-01, 00:00:00 UTC = 3041-01-08, 13:39:27 ÄÜC
2595-01-01, 00:00:00 UTC = 3042-00-25, 40:23:20 ÄÜC
2596-01-01, 00:00:00 UTC = 3042-06-43, 18:07:12 ÄÜC
2597-01-01, 00:00:00 UTC = 3043-06-12, 37:31:22 ÄÜC
2598-01-01, 00:00:00 UTC = 3044-05-30, 15:15:15 ÄÜC
2599-01-01, 00:00:00 UTC = 3045-04-47, 41:48:07 ÄÜC
2600-01-01, 00:00:00 UTC = 3046-04-16, 19:32:00 ÄÜC
2601-01-01, 00:00:00 UTC = 3047-03-33, 46:15:41 ÄÜC
2602-01-01, 00:00:00 UTC = 3048-03-02, 23:48:34 ÄÜC
2603-01-01, 00:00:00 UTC = 3049-02-20, 01:32:26 ÄÜC
2604-01-01, 00:00:00 UTC = 3050-01-37, 28:16:18 ÄÜC
2605-01-01, 00:00:00 UTC = 3051-01-06, 47:40:29 ÄÜC
2606-01-01, 00:00:00 UTC = 3052-00-24, 25:24:21 ÄÜC
2607-01-01, 00:00:00 UTC = 3052-06-42, 03:08:14 ÄÜC
2608-01-01, 00:00:00 UTC = 3053-06-10, 29:41:06 ÄÜC
2609-01-01, 00:00:00 UTC = 3054-05-29, 00:16:16 ÄÜC
2610-01-01, 00:00:00 UTC = 3055-04-46, 27:00:09 ÄÜC
2611-01-01, 00:00:00 UTC = 3056-04-15, 04:33:01 ÄÜC
2612-01-01, 00:00:00 UTC = 3057-03-32, 31:16:43 ÄÜC
2613-01-01, 00:00:00 UTC = 3058-03-02, 01:41:04 ÄÜC
2614-01-01, 00:00:00 UTC = 3059-02-19, 28:24:46 ÄÜC
2615-01-01, 00:00:00 UTC = 3060-01-37, 06:08:38 ÄÜC
2616-01-01, 00:00:00 UTC = 3061-01-05, 32:41:30 ÄÜC
2617-01-01, 00:00:00 UTC = 3062-00-24, 03:16:41 ÄÜC
2618-01-01, 00:00:00 UTC = 3062-06-41, 30:00:33 ÄÜC
2619-01-01, 00:00:00 UTC = 3063-06-10, 07:33:26 ÄÜC
2620-01-01, 00:00:00 UTC = 3064-05-27, 34:17:18 ÄÜC
2621-01-01, 00:00:00 UTC = 3065-04-46, 04:41:28 ÄÜC
2622-01-01, 00:00:00 UTC = 3066-04-14, 31:25:21 ÄÜC
2623-01-01, 00:00:00 UTC = 3067-03-32, 09:09:13 ÄÜC
2624-01-01, 00:00:00 UTC = 3068-03-00, 35:42:06 ÄÜC
2625-01-01, 00:00:00 UTC = 3069-02-19, 06:17:16 ÄÜC
2626-01-01, 00:00:00 UTC = 3070-01-36, 33:01:09 ÄÜC
2627-01-01, 00:00:00 UTC = 3071-01-05, 10:34:01 ÄÜC
2628-01-01, 00:00:00 UTC = 3072-00-22, 37:17:42 ÄÜC
2629-01-01, 00:00:00 UTC = 3072-06-41, 07:42:04 ÄÜC
2630-01-01, 00:00:00 UTC = 3073-06-09, 34:25:45 ÄÜC
2631-01-01, 00:00:00 UTC = 3074-05-27, 12:09:38 ÄÜC
2632-01-01, 00:00:00 UTC = 3075-04-44, 38:42:30 ÄÜC
2633-01-01, 00:00:00 UTC = 3076-04-14, 09:17:40 ÄÜC
2634-01-01, 00:00:00 UTC = 3077-03-31, 36:01:33 ÄÜC
2635-01-01, 00:00:00 UTC = 3078-03-00, 13:34:25 ÄÜC
2636-01-01, 00:00:00 UTC = 3079-02-17, 40:18:18 ÄÜC
2637-01-01, 00:00:00 UTC = 3080-01-36, 10:42:28 ÄÜC
2638-01-01, 00:00:00 UTC = 3081-01-04, 37:26:21 ÄÜC
2639-01-01, 00:00:00 UTC = 3082-00-22, 15:10:13 ÄÜC
2640-01-01, 00:00:00 UTC = 3082-06-39, 41:43:06 ÄÜC
2641-01-01, 00:00:00 UTC = 3083-06-09, 12:18:16 ÄÜC
2642-01-01, 00:00:00 UTC = 3084-05-26, 39:02:08 ÄÜC
2643-01-01, 00:00:00 UTC = 3085-04-44, 16:35:01 ÄÜC
2644-01-01, 00:00:00 UTC = 3086-04-12, 43:18:42 ÄÜC
2645-01-01, 00:00:00 UTC = 3087-03-31, 13:43:03 ÄÜC
2646-01-01, 00:00:00 UTC = 3088-02-48, 40:26:45 ÄÜC
2647-01-01, 00:00:00 UTC = 3089-02-17, 18:10:37 ÄÜC
2648-01-01, 00:00:00 UTC = 3090-01-34, 44:43:30 ÄÜC
2649-01-01, 00:00:00 UTC = 3091-01-04, 15:18:40 ÄÜC
2650-01-01, 00:00:00 UTC = 3092-00-21, 42:02:33 ÄÜC
2651-01-01, 00:00:00 UTC = 3092-06-39, 19:35:25 ÄÜC
2652-01-01, 00:00:00 UTC = 3093-06-07, 46:19:18 ÄÜC
2653-01-01, 00:00:00 UTC = 3094-05-26, 16:43:28 ÄÜC
2654-01-01, 00:00:00 UTC = 3095-04-43, 43:27:20 ÄÜC
2655-01-01, 00:00:00 UTC = 3096-04-12, 21:11:13 ÄÜC
2656-01-01, 00:00:00 UTC = 3097-03-29, 47:44:05 ÄÜC
2657-01-01, 00:00:00 UTC = 3098-02-48, 18:19:15 ÄÜC
2658-01-01, 00:00:00 UTC = 3099-02-16, 45:03:08 ÄÜC
2659-01-01, 00:00:00 UTC = 3100-01-34, 22:36:00 ÄÜC
2660-01-01, 00:00:00 UTC = 3101-01-03, 00:19:42 ÄÜC
2661-01-01, 00:00:00 UTC = 3102-00-21, 19:44:03 ÄÜC
2662-01-01, 00:00:00 UTC = 3102-06-38, 46:27:45 ÄÜC
2663-01-01, 00:00:00 UTC = 3103-06-07, 24:11:37 ÄÜC
2664-01-01, 00:00:00 UTC = 3104-05-25, 01:44:30 ÄÜC
2665-01-01, 00:00:00 UTC = 3105-04-43, 21:19:40 ÄÜC
2666-01-01, 00:00:00 UTC = 3106-04-11, 48:03:32 ÄÜC
2667-01-01, 00:00:00 UTC = 3107-03-29, 25:36:25 ÄÜC
2668-01-01, 00:00:00 UTC = 3108-02-47, 03:20:17 ÄÜC
2669-01-01, 00:00:00 UTC = 3109-02-16, 22:44:27 ÄÜC
2670-01-01, 00:00:00 UTC = 3110-01-34, 00:28:20 ÄÜC
2671-01-01, 00:00:00 UTC = 3111-01-02, 27:12:12 ÄÜC
2672-01-01, 00:00:00 UTC = 3112-00-20, 04:45:05 ÄÜC
2673-01-01, 00:00:00 UTC = 3112-06-38, 24:20:15 ÄÜC
2674-01-01, 00:00:00 UTC = 3113-06-07, 02:04:08 ÄÜC
2675-01-01, 00:00:00 UTC = 3114-05-24, 28:37:00 ÄÜC
2676-01-01, 00:00:00 UTC = 3115-04-42, 06:20:42 ÄÜC
2677-01-01, 00:00:00 UTC = 3116-04-11, 25:45:03 ÄÜC
2678-01-01, 00:00:00 UTC = 3117-03-29, 03:28:44 ÄÜC
2679-01-01, 00:00:00 UTC = 3118-02-46, 30:12:37 ÄÜC
2680-01-01, 00:00:00 UTC = 3119-02-15, 07:45:29 ÄÜC
2681-01-01, 00:00:00 UTC = 3120-01-33, 27:20:39 ÄÜC
2682-01-01, 00:00:00 UTC = 3121-01-02, 05:04:32 ÄÜC
2683-01-01, 00:00:00 UTC = 3122-00-19, 31:37:24 ÄÜC
2684-01-01, 00:00:00 UTC = 3122-06-37, 09:21:17 ÄÜC
2685-01-01, 00:00:00 UTC = 3123-06-06, 28:45:27 ÄÜC
2686-01-01, 00:00:00 UTC = 3124-05-24, 06:29:20 ÄÜC
2687-01-01, 00:00:00 UTC = 3125-04-41, 33:13:12 ÄÜC
2688-01-01, 00:00:00 UTC = 3126-04-10, 10:46:05 ÄÜC
2689-01-01, 00:00:00 UTC = 3127-03-28, 30:21:15 ÄÜC
2690-01-01, 00:00:00 UTC = 3128-02-46, 08:05:07 ÄÜC
2691-01-01, 00:00:00 UTC = 3129-02-14, 34:38:00 ÄÜC
2692-01-01, 00:00:00 UTC = 3130-01-32, 12:21:41 ÄÜC
2693-01-01, 00:00:00 UTC = 3131-01-01, 31:46:02 ÄÜC
2694-01-01, 00:00:00 UTC = 3132-00-19, 09:29:44 ÄÜC
2695-01-01, 00:00:00 UTC = 3132-06-36, 36:13:36 ÄÜC
2696-01-01, 00:00:00 UTC = 3133-06-05, 13:46:29 ÄÜC
2697-01-01, 00:00:00 UTC = 3134-05-23, 33:21:39 ÄÜC
2698-01-01, 00:00:00 UTC = 3135-04-41, 11:05:32 ÄÜC
2699-01-01, 00:00:00 UTC = 3136-04-09, 37:38:24 ÄÜC
2700-01-01, 00:00:00 UTC = 3137-03-27, 15:22:17 ÄÜC
2701-01-01, 00:00:00 UTC = 3138-02-44, 42:06:09 ÄÜC
2702-01-01, 00:00:00 UTC = 3139-02-13, 19:39:01 ÄÜC
2703-01-01, 00:00:00 UTC = 3140-01-30, 46:22:43 ÄÜC
2704-01-01, 00:00:00 UTC = 3141-00-48, 24:06:35 ÄÜC
2705-01-01, 00:00:00 UTC = 3142-00-17, 43:30:46 ÄÜC
2706-01-01, 00:00:00 UTC = 3142-06-35, 21:14:38 ÄÜC
2707-01-01, 00:00:00 UTC = 3143-06-03, 47:47:31 ÄÜC
2708-01-01, 00:00:00 UTC = 3144-05-21, 25:31:23 ÄÜC
2709-01-01, 00:00:00 UTC = 3145-04-39, 45:06:33 ÄÜC
2710-01-01, 00:00:00 UTC = 3146-04-08, 22:39:26 ÄÜC
2711-01-01, 00:00:00 UTC = 3147-03-26, 00:23:18 ÄÜC
2712-01-01, 00:00:00 UTC = 3148-02-43, 27:07:11 ÄÜC
2713-01-01, 00:00:00 UTC = 3149-02-12, 46:31:21 ÄÜC
2714-01-01, 00:00:00 UTC = 3150-01-30, 24:15:13 ÄÜC
2715-01-01, 00:00:00 UTC = 3151-00-48, 01:48:06 ÄÜC
2716-01-01, 00:00:00 UTC = 3152-00-16, 28:31:47 ÄÜC
2717-01-01, 00:00:00 UTC = 3152-06-34, 48:07:09 ÄÜC
2718-01-01, 00:00:00 UTC = 3153-06-03, 25:40:01 ÄÜC
2719-01-01, 00:00:00 UTC = 3154-05-21, 03:23:43 ÄÜC
2720-01-01, 00:00:00 UTC = 3155-04-38, 30:07:35 ÄÜC
2721-01-01, 00:00:00 UTC = 3156-04-08, 00:31:45 ÄÜC
2722-01-01, 00:00:00 UTC = 3157-03-25, 27:15:38 ÄÜC
2723-01-01, 00:00:00 UTC = 3158-02-43, 04:48:30 ÄÜC
2724-01-01, 00:00:00 UTC = 3159-02-11, 31:32:23 ÄÜC
2725-01-01, 00:00:00 UTC = 3160-01-30, 02:07:33 ÄÜC
2726-01-01, 00:00:00 UTC = 3161-00-47, 28:40:25 ÄÜC
2727-01-01, 00:00:00 UTC = 3162-00-16, 06:24:18 ÄÜC
2728-01-01, 00:00:00 UTC = 3162-06-33, 33:08:10 ÄÜC
2729-01-01, 00:00:00 UTC = 3163-06-03, 03:32:21 ÄÜC
2730-01-01, 00:00:00 UTC = 3164-05-20, 30:16:13 ÄÜC
2731-01-01, 00:00:00 UTC = 3165-04-38, 08:00:06 ÄÜC
2732-01-01, 00:00:00 UTC = 3166-04-06, 34:32:47 ÄÜC
2733-01-01, 00:00:00 UTC = 3167-03-25, 05:08:08 ÄÜC
2734-01-01, 00:00:00 UTC = 3168-02-42, 31:41:01 ÄÜC
2735-01-01, 00:00:00 UTC = 3169-02-11, 09:24:42 ÄÜC
2736-01-01, 00:00:00 UTC = 3170-01-28, 36:08:35 ÄÜC
2737-01-01, 00:00:00 UTC = 3171-00-47, 06:32:45 ÄÜC
2738-01-01, 00:00:00 UTC = 3172-00-15, 33:16:37 ÄÜC
2739-01-01, 00:00:00 UTC = 3172-06-33, 11:00:30 ÄÜC
2740-01-01, 00:00:00 UTC = 3173-06-01, 37:33:22 ÄÜC
2741-01-01, 00:00:00 UTC = 3174-05-20, 08:08:33 ÄÜC
2742-01-01, 00:00:00 UTC = 3175-04-37, 34:41:25 ÄÜC
2743-01-01, 00:00:00 UTC = 3176-04-06, 12:25:18 ÄÜC
2744-01-01, 00:00:00 UTC = 3177-03-23, 39:09:10 ÄÜC
2745-01-01, 00:00:00 UTC = 3178-02-42, 09:33:20 ÄÜC
2746-01-01, 00:00:00 UTC = 3179-02-10, 36:17:13 ÄÜC
2747-01-01, 00:00:00 UTC = 3180-01-28, 14:01:05 ÄÜC
2748-01-01, 00:00:00 UTC = 3181-00-45, 40:33:47 ÄÜC
2749-01-01, 00:00:00 UTC = 3182-00-15, 11:09:08 ÄÜC
2750-01-01, 00:00:00 UTC = 3182-06-32, 37:42:00 ÄÜC
2751-01-01, 00:00:00 UTC = 3183-06-01, 15:25:42 ÄÜC
2752-01-01, 00:00:00 UTC = 3184-05-18, 42:09:34 ÄÜC
2753-01-01, 00:00:00 UTC = 3185-04-37, 12:33:45 ÄÜC
2754-01-01, 00:00:00 UTC = 3186-04-05, 39:17:37 ÄÜC
2755-01-01, 00:00:00 UTC = 3187-03-23, 17:01:30 ÄÜC
2756-01-01, 00:00:00 UTC = 3188-02-40, 43:34:22 ÄÜC
2757-01-01, 00:00:00 UTC = 3189-02-10, 14:09:32 ÄÜC
2758-01-01, 00:00:00 UTC = 3190-01-27, 40:42:25 ÄÜC
2759-01-01, 00:00:00 UTC = 3191-00-45, 18:26:17 ÄÜC
2760-01-01, 00:00:00 UTC = 3192-00-13, 45:10:10 ÄÜC
2761-01-01, 00:00:00 UTC = 3192-06-32, 15:34:20 ÄÜC
2762-01-01, 00:00:00 UTC = 3193-06-00, 42:18:12 ÄÜC
2763-01-01, 00:00:00 UTC = 3194-05-18, 20:02:05 ÄÜC
2764-01-01, 00:00:00 UTC = 3195-04-35, 46:34:46 ÄÜC
2765-01-01, 00:00:00 UTC = 3196-04-05, 17:10:08 ÄÜC
2766-01-01, 00:00:00 UTC = 3197-03-22, 43:43:00 ÄÜC
2767-01-01, 00:00:00 UTC = 3198-02-40, 21:26:42 ÄÜC
2768-01-01, 00:00:00 UTC = 3199-02-08, 48:10:34 ÄÜC
2769-01-01, 00:00:00 UTC = 3200-01-27, 18:34:44 ÄÜC
2770-01-01, 00:00:00 UTC = 3201-00-44, 45:18:37 ÄÜC
2771-01-01, 00:00:00 UTC = 3202-00-13, 23:02:29 ÄÜC
2772-01-01, 00:00:00 UTC = 3202-06-31, 00:35:22 ÄÜC
2773-01-01, 00:00:00 UTC = 3203-06-00, 20:10:32 ÄÜC
2774-01-01, 00:00:00 UTC = 3204-05-17, 46:43:24 ÄÜC
2775-01-01, 00:00:00 UTC = 3205-04-35, 24:27:17 ÄÜC
